ID,AGE,Gender,NATIONALITY,RESIDENCE,TYPE_CLIENT,HasCrdCard,IsActiveMember,MARITAL_STATUS,ONLINE_ACTUAL_BAL,Account-AGE,Excited,ACCOUNT_OFFICER,Id
"17607EA22D9FAF6F,70,female,TN,TN,PP,0,0,MARIE,""€ 2020,86"",16,0,4,AFD4AAF04793E516226C8D15BDCA81F5"
"17809A4A011C8EC6,70,female,TN,TN,PP,0,1,MARIE,""€ 45,79"",21,1,26,E42D069F3BC847FAB42BD865E78CB963"
"1799754C056DBF10,70,female,TN,TN,PP,0,0,others,""€ 101,65"",11,0,20,0B99F66BAD06B563F10D67F4D910FC0A"
"179CF645F8FB1AA7,70,male,TN,TN,PP,1,1,others,""€ 21,99"",38,0,21,A68F1F87665093A4ED549AC53A49EC74"
"17A81E83E6530673,70,female,TN,TN,PP,1,1,others,""€ 2464,13"",14,0,73,54AAF50092C0796CD655F8F1701B67F3"
"17B879176BE56A3D,70,female,TN,TN,PP,0,1,MARIE,""€ 608,11"",17,0,38,B4489954F586D21D10463E5BD90C5A2A"
"17BDDE9D015930CA,70,female,TN,TN,PP,0,1,others,""€ 236,03"",15,0,70,0197F5E54192762E789C0CB11E513E4F"
"17E8C4B930D30A24,70,female,TN,TN,PP,0,1,MARIE,""€ 268,19"",12,1,53,783B13A3E5D5E101826D24720BA5ABC5"
"1800765B180157A9,70,female,TN,TN,PP,1,1,others,""€ 1159,93"",22,0,43,7C0211A42DBBB142501506600034F1DB"
"187A266C2D009BC3,70,male,TN,TN,PP,1,1,others,""€ 287,86"",12,1,3,8917A57C0C101151B9828DB42F074240"
"18A3B893F3341B25,70,male,TN,TN,PP,1,1,others,""€ 707,29"",31,0,75,6DEAEB25672DD142133D6C2276009AE0"
"18CB536E88764BDD,70,male,TN,TN,PP,0,1,others,""€ 3216,31"",22,0,101,14BD904CAFC181F5D3E73490136F9AA9"
"190B3BD506B32C6B,70,female,TN,TN,PP,0,1,others,""€ 143,03"",43,0,41,4F93F7C8D8FBD7E4CEB70575BF817BFD"
"1931906C36FC3C9F,70,female,TN,IQ,PP,0,1,others,""€ 14,60"",32,1,71,C83E6E7F7F4CE4085FA7DDC16493CFA0"
"193B6A7F3C580C96,70,female,TN,TN,PP,0,0,others,""€ 99,12"",13,0,122,4888703796ADC564640460FCE43380A0"
"199669609BC8E565,70,male,TN,TN,PP,0,0,others,""€ 7,78"",30,0,78,FB341DAA5122F624A5CCE4414D4F00E8"
"19AD817F5EAB21CA,70,female,TN,TN,PP,0,0,MARIE,""€ 741,48"",23,0,41,76D70B9798E0C6BD760E88AA5957521B"
"1A4018B49A45CB29,70,female,TN,TN,PP,0,1,others,""€ 171,06"",13,0,40,DAFB512D00D0A9969B352801869A9F5B"
"1A4841D87A29E06A,70,male,TN,TN,PP,0,0,others,""€ 372,66"",15,1,40,39E0A73D45932A5994F4D8D6249D40A0"
"1A58B5C12BE0406A,70,male,TN,TN,PP,0,0,others,""€ 3576,34"",30,1,71,6033BE68D9E2A074AA2D66D1EF9F1EC3"
"1A62625C5AC4D810,70,female,TN,TN,PP,1,0,others,""€ 599,92"",33,1,77,5DB8708BB17B5A84FFDC70D3716C05CF"
"1B0B94A1FC8E83F7,70,female,TN,TN,PP,1,0,MARIE,""€ 3095,60"",11,1,116,7995D90267EA7C611845DDFCF6883666"
"1B5FE811ADE954CA,70,male,TN,TN,PP,1,1,others,""€ 323,86"",27,0,57,5ACFF6A87C4D006E66B792D8F4623396"
"1B67ECA7E80CC8DF,70,female,TN,TN,PP,0,0,others,""€ 49,39"",36,1,10,A7FE0228430463C0AE725138314706ED"
"1BA9714B2FA243D6,70,female,TN,TN,PP,1,1,others,""€ 10023,93"",29,0,66,F89B77E84BBA8D01635CD01FECCE94F2"
"1BC38719E92C8CAE,70,male,TN,TN,PP,0,1,others,""€ 503,02"",14,0,32,7F898247F468B4835183E8E5B2FFEA2A"
"1BCCE813D8649588,70,female,TN,TN,PP,1,1,others,""€ 146,58"",20,1,111,7E5A003ED6592CD5FDB870DE0EE49D57"
"1BDDF2613FDA741C,70,female,TN,TN,PP,0,0,MARIE,""-€ 946,69"",8,1,43,2D0E979361C0064744A27DC17CC4CCCD"
"1BE28BDE96A15CA9,70,male,TN,TN,PP,1,1,others,""€ 7,22"",25,1,30,D322F278A9385E0272A9A1888E85BBED"
"1BF6DDC0E58DE2A6,70,male,TN,TN,PP,0,0,others,""€ 553,76"",25,0,32,33037DABE740E6F5FC618C4800EB8406"
"1C000F243A1CD4BA,70,male,TN,TN,PP,1,1,others,""€ 6,81"",39,0,50,9D79FA9327639456B709164537FF438B"
"1C1C11855B6A4606,70,male,TN,TN,PP,1,1,others,""€ 15,02"",31,1,42,DFD5AFC617E66A519EB1D91CB1D84345"
"1C93C4C8E59AF048,70,female,TN,TN,PP,0,0,others,""€ 874,96"",16,0,59,C18B0DAB3AAD8284D48304583584DF48"
"1CA759403384AC91,70,male,CZ,TN,PP,0,0,others,""€ 10,98"",29,0,71,67E4A172779329884D1969897613AEA9"
"1D021EB958ECD38A,70,female,TN,TN,PP,0,1,MARIE,""€ 234,42"",9,1,122,69DF49EEF86B7C4582247DF7BD76C5F1"
"1D20E95C90898854,70,female,TN,TN,PP,1,0,others,""€ 9291,30"",15,1,50,2F046BF8C801BC1D5450A720D64EFF3E"
"1D37590206A18644,70,male,TN,TN,PP,0,0,MARIE,""€ 13,72"",29,1,31,D47FE8032E57281050EE5AF6B4BC9ED6"
"1D3B11C5D08CAFAD,70,male,TN,TN,PP,1,0,others,""€ 147,71"",28,1,13,5780C75D9B7CE51C669781019DCB1002"
"1D45E243D38AEB68,70,female,TN,TN,PP,1,0,MARIE,""€ 762,99"",22,0,104,8309CE7A6DE6F1AA8A4E94F2ED973F61"
"1D47770F64C45792,70,female,TN,TN,PP,1,0,others,""€ 1592,77"",35,1,41,DA42B9D57005382BD96D372878FA25F2"
"1D600F402901772F,70,female,TN,TN,PP,1,0,others,""€ 74,53"",24,1,2,5911637241A996CF9F0B1BC0EEC4E499"
"1D841EC0FA28F627,70,female,TN,TN,PP,1,1,others,""€ 101625,71"",10,1,46,B7DE3C03F3D9C072B8D753710EEC9B40"
"1D9808C37DE825DA,70,female,TN,TN,PP,0,1,MARIE,""€ 0,00"",8,1,42,9956EBB1D399AC9D835E8D872D1A4C69"
"1DF7DBE486C57967,70,male,TN,TN,PP,0,0,MARIE,""€ 585,82"",9,0,121,022DF2DF930D2B817CAA5055BE90F483"
"1E1941BCDD4B5ADD,70,male,TN,TN,PP,1,0,others,""€ 772,57"",23,1,5,BA0A134A020ED300B71E2E763FAB87B5"
"1E3E98F9C460C4B5,70,female,TN,TN,PP,1,1,MARIE,""-€ 112,53"",27,1,66,F89B77E84BBA8D016E9914078AC7C7EE"
"1E47EA5EBCB5BE55,70,male,TN,TN,PP,1,1,others,""€ 8906,05"",12,0,73,C6C3FC180AD64FE3D3A1546023572B24"
"1E617087881974B1,70,female,TN,TN,PP,1,1,others,""€ 22,52"",18,1,73,0477510983B354017AA2E41A87B2CF82"
"1E702CCD8E556DC1,70,male,TN,TN,PP,0,0,others,""€ 11,53"",12,0,24,CEEACD40060B064B4CFABAD751D2F8A2"
"1E7A0CACBEDFA623,70,female,TN,TN,PP,1,1,others,""€ 105,89"",25,1,59,FFB6E9C42A99401AF9F323850143C941"
"1EC06335B805F59E,70,male,TN,TN,PP,0,0,others,""€ 40,21"",40,0,43,3550BBE6831369CF17F220A70E67958B"
"1EDE37E964FAFC9F,70,male,TN,TN,PP,1,1,others,""€ 30374,72"",16,1,109,6FC1BFCCB3DF8E215ABD246BD9CA3406"
"1EEADAC0D55AD312,70,female,TN,TN,PP,0,0,others,""€ 733,84"",29,1,17,072DADB8E554D02C19D161B114A44DCD"
"1EF1759D904BB2DD,70,female,TN,TN,PP,1,1,others,""€ 1374,59"",10,0,111,BCB7870536251F2A23303BD2E8B9A44C"
"1EF2EACD10C67B36,70,male,TN,NL,PP,0,0,others,""€ 57,80"",18,0,49,8E727AD135CDB0EC243195A1D4FD53BB"
"1F3122F4F937864B,70,female,LY,TN,PP,0,0,others,""€ 94842,36"",10,0,71,CD55DD3E1698A405E52C88A8677D2903"
"1F5D4BAC7F0ADB52,70,female,TN,TN,PP,0,1,others,""€ 7,38"",19,1,41,4A6C9EAC942FB628B957E1CA085B066B"
"1F78B63874C31C4B,70,male,TN,TN,PP,0,1,MARIE,""€ 1408,85"",12,1,11,F5FCE7A47D949A559C8946C89FB70ED2"
"1FA610A36A918265,70,female,TN,TN,PP,1,1,others,""€ 21194,42"",14,0,77,98D90A5CAB531C2A94E6D118B270892B"
"1FBCF1EEDA7D34A6,70,male,TN,TN,PP,0,0,others,""€ 31091,02"",10,0,121,1855F422EE8538A3355E7881730369C2"
"1FE83003838BE0CA,70,male,TN,TN,PP,0,1,MARIE,""€ 1037,41"",33,1,107,7EF5C7EA9948DC94C0352EB04988CC96"
"1FE98CDC18FDCFC5,70,female,TN,TN,PP,0,0,MARIE,""-€ 1052,33"",17,0,108,B017CBAA1F29E25A1587D646D51C4F72"
"200B5CF13C51659B,70,female,TN,TN,PP,1,0,MARIE,""€ 149,43"",22,0,47,ADC1869CE3865996DEBD60E761B6A47C"
"204C4867713E8151,70,female,TN,TN,PP,1,1,others,""-€ 109,17"",10,1,111,9B71DD7A9EF45FECFC7A83E46EFD05CE"
"2061FE64BBF79DA5,70,female,TN,TN,PP,0,0,others,""-€ 1639,13"",22,0,72,7D3AE2D5D08C4F1FC941EE2924FE9DBE"
"207D80C9DAF9AAD6,70,female,TN,TN,PP,0,1,others,""€ 15,36"",13,1,37,611E4E57D16673A84D2D2B049E8762C5"
"20862F49BE030382,70,male,TN,TN,PP,0,1,others,""-€ 25,09"",12,1,52,75342C4DE8AAD66632A08EF2808BEE64"
"208D921B0B24D097,70,male,TN,TN,PP,1,0,others,""€ 264,00"",37,1,23,505B33ED325C45EBEFDEB3DE6E7EF3D3"
"20E7229C740A60BE,70,female,TN,TN,PP,0,0,others,""€ 235,95"",11,0,25,76C894FFA206F34DE3BC9FC607B8C314"
"20E83C95AC9B608B,70,female,TN,TN,PP,1,0,others,""€ 31,47"",12,1,44,C8D28481DBF63B37C51C46D0D68A8316"
"210684E56E457D0D,70,female,TN,TN,PP,0,0,others,""€ 868,10"",8,0,64,33804249204FDACD523027C9CDDC5884"
"210943644C90CE93,70,female,TN,TN,PP,1,0,others,""€ 11,22"",10,1,136,A571E044802B54987FC0B5F4DA507644"
"2132C598A50D075D,70,male,TN,TN,PP,0,1,others,""€ 3,35"",15,0,33,3F6402F73D2CAED965E92B625DDB5B72"
"2168832917EF2C31,70,female,TN,TN,PP,0,1,MARIE,""€ 14387,65"",9,1,42,7FED18923C882293749F8379AA77DC34"
"217C0C0C60807CEB,70,male,TN,TN,PP,1,1,MARIE,""€ 529,84"",21,1,106,A582D29F5A5349C69BB29771A94DF613"
"218AA3A3F03269CC,70,male,TN,TN,PP,0,1,others,""€ 769,76"",24,0,21,3BF64BA9688F73412ABAC7087B08225D"
"218CA7AA0645172F,70,female,TN,TN,PP,1,1,others,""€ 37155,47"",17,0,121,305EA3BF21848AB18E21225DF69CAC5C"
"21977701FB8A2BC1,70,male,TN,TN,PP,0,0,MARIE,""€ 2663,51"",37,1,61,74860D82BA861D0607109CA150FFEBEC"
"21CD907C3C17CD3A,70,female,TN,TN,PP,1,0,others,""€ 144,73"",12,0,35,04BDB05B4287A3F7893714EBF34DCCC9"
"2203ED805C71273E,70,male,TN,TN,PP,1,1,MARIE,""€ 150,72"",28,1,70,D334EF4EDAAE0947A7B15F36103596A6"
"2205162FC553C065,70,male,TN,TN,PP,1,1,MARIE,""-€ 209,11"",8,0,61,CEB517ED8A143FA11A0D9DE3503CC95C"
"226431B8825C34DA,70,male,FR,TN,PP,1,1,MARIE,""€ 3401,26"",14,1,116,848233EE7997C26EA4C3D98EC5C797CC"
"22E5467B18A33E0D,70,female,LY,TN,PP,1,1,others,""€ 0,43"",46,1,71,FF2DBA39CD611B4A8670AFA58CFC50C0"
"232BFC1EC29D1F57,70,male,TN,TN,PP,0,0,others,""€ 1402,53"",12,1,38,0ED9FB16012C7C0F2E36115C8A37CDC8"
"233F230B717163DF,70,female,TN,TN,PP,1,0,others,""€ 26,59"",31,1,43,FEF6178607D4583F78DC27F6C0D54CFD"
"2340204B6AED517F,70,female,TN,TN,PP,1,1,others,""€ 4485,17"",21,0,14,DBEDE411D9BD0C44A43C3DBB58530CDF"
"236F680751A98CFA,70,male,TN,TN,PP,0,0,others,""€ 5778,50"",28,1,42,4FFF895F9AF00913F4EC9477C44BBB82"
"23AD20551223D872,70,female,TN,TN,PP,1,1,MARIE,""€ 318,88"",31,1,34,52086F35D5B0869443DE2B9BAD11E994"
"23EB309A71AE33D5,70,female,TN,TN,PP,1,1,others,""€ 873,70"",17,1,61,C42B2AEB407862E1680EB2A7DA7570E2"
"24294A121385FCA8,70,male,TN,TN,PP,0,0,CELIB,""€ 5341,43"",11,1,223,C581F316CEA8000B50465DC888799395"
"2435858489153DC8,70,male,TN,TN,PP,1,0,others,""€ 427,21"",11,1,20,9B2A4613625F22BF78A210F743EEFE50"
"2435D349446C49CC,70,female,TN,TN,PP,0,0,MARIE,""€ 4646,07"",38,1,42,3BE564BED2294FF895971594C284852E"
"2468FCFE71322FAF,70,female,TN,TN,PP,0,1,others,""€ 14,69"",28,1,31,1D9CA3E108346DC758505020CDD43473"
"24BA2A216C9FF3B5,70,female,TN,TN,PP,1,1,MARIE,""€ 752,24"",21,0,108,B0CA9A99517315B4DE26276E13ED60A8"
"24BED564C9965ECD,70,male,TN,TN,PP,0,0,MARIE,""€ 186,36"",14,1,31,D83E7DBBB2D945862069EE78670A3029"
"254F0BB604102234,70,female,TN,TN,PP,1,1,MARIE,""€ 391,23"",15,0,1,338E236530E083A3AA91368720A80989"
"25B54400DFF5E798,70,female,TN,TN,PP,0,1,others,""€ 212,70"",17,0,80,2D6483476AD82F1BB7F1515E29D6BBD0"
"25C321E750DFAE17,70,female,TN,TN,PP,1,0,others,""€ 501,92"",30,0,6,DEB668248A676D70B398F25C06C65BB1"
"25C7AE4BFCB51C36,70,female,TN,TN,PP,1,0,others,""€ 85430,18"",27,0,17,76DB506D043EE5D562D278B09F56C371"
"25CA4629EE7A2B35,70,male,TN,TN,PP,0,1,others,""€ 953,71"",30,1,32,42C1856D73C5E66CBBC2D93848DC1FF1"
"25D800E71537EFF1,70,female,TN,TN,PP,1,0,others,""€ 274,83"",11,0,299,6D5BC01F40DEEF29541B226E799F0110"
"25DE5085016D0542,70,female,TN,TN,PP,0,1,others,""€ 13,37"",10,1,231,589AB285F879DE8C3DDD29CBD4D9F3C5"
"25FF4954AE3D9284,70,female,TN,TN,PP,0,0,others,""€ 58,32"",21,1,24,7BA4CFE2233E4344014519AD299AEBB7"
"262ABB25BDB58908,70,male,TN,TN,PP,0,0,others,""€ 27,03"",14,1,112,D61C40BD1E9CBD47D718E7CB9BAD10A3"
"2632F96E8D1F7318,70,female,TN,TN,PP,1,1,others,""€ 25599,40"",17,1,13,4605CA3977A272CD3A1C663BBF7A1DC8"
"2648A6A822D86432,70,female,TN,TN,PP,1,1,others,""€ 402,16"",11,1,10,BAEE1F7539425A6F5154EE533AA07E85"
"264BE270C558F746,70,male,TN,TN,PP,1,1,others,""€ 753,36"",10,0,111,10F97D653DA1402E4A068DDD2FE0FFAF"
"26981A239E397718,70,male,TN,TN,PP,0,0,others,""€ 28,25"",24,0,80,C96F060511E82160743B01C32068D335"
"26B4225E011CCE27,70,male,TN,TN,PP,1,0,others,""€ 773,46"",11,1,135,C0F4150FA1789470051A3ED2C503B14A"
"26DFD42F87239686,70,female,TN,TN,PP,0,0,others,""€ 16,34"",11,0,75,E21101937A40D65BC003056B0EA698C0"
"26E0EDE6F086A96B,70,female,TN,TN,PP,0,1,others,""€ 14391,96"",15,0,77,E50562F0BDFC363CFBA943450265C548"
"26EE6A616C6C6980,70,male,TN,TN,PP,0,1,others,""€ 2491,10"",36,1,24,A52DC480A0A9E026AA2AA7F9D5DF2529"
"270C2A8444967BC1,70,female,TN,TN,PP,1,0,MARIE,""€ 893,47"",24,1,44,75C30B115CA0AA7AC801296E967FFB40"
"2730B22DABB3BB47,70,male,TN,TN,PP,0,0,MARIE,""€ 2939,15"",33,1,47,EAA7CCA949272B43F1EA258D975F7B99"
"274552A559E55E17,70,female,TN,TN,PP,1,0,MARIE,""€ 854,98"",39,0,299,0C295EE4CB7D7C8CBF9D36012B0FD684"
"2765B5AE2DBCF6CD,70,male,TN,TN,PP,0,1,others,""€ 457,52"",22,0,62,CA514A513E3CB1B2558303FD3980B8CE"
"277BC6A33BA5D8CD,70,female,TN,TN,PP,1,1,others,""€ 36,08"",13,0,76,CF4F6A6B0DFCB47C88DEDE6C0CD33097"
"278333B5B5EF9362,70,male,TN,TN,PP,0,1,others,""€ 2161,65"",16,1,35,91C4A8960DE8247805B8A47F13686F12"
"279C68E7CEE57EE8,70,male,TN,TN,PP,0,1,others,""€ 20652,42"",26,1,24,24999B958594261393E9AD89C279E18F"
"27BA79A20EF814AC,70,male,TN,TN,PP,1,1,MARIE,""€ 1243,14"",41,0,42,5D09E25A807C68C62D14FC12C9C94CAD"
"27BB106011FDDA70,70,female,TN,TN,PP,1,1,others,""€ 68,25"",27,0,24,B58E29BD42908D4C3D1B613D07B25F5E"
"27E4925355F0064E,70,female,FR,TN,PP,0,0,MARIE,""€ 40558,87"",10,0,125,8AE1B1D50E9D7076C1C7D9AD2DF64F17"
"2816C6A38E663AE4,70,female,TN,TN,PP,0,0,others,""€ 36917,63"",27,1,80,43E1CE8AE2749B85E372225FE024432E"
"282A4A11BB6587BB,70,male,TN,TN,PP,0,0,others,""€ 10,09"",20,0,18,20BAC4A96F462E0BC6EC0015DDFA4A7D"
"28466F6DA70EE05A,70,male,TN,TN,PP,0,0,others,""€ 2935,51"",9,1,138,1791DFB6711A54B7AB5342A8662E5166"
"285EE22A28C083B9,70,male,TN,TN,PP,1,1,others,""€ 27,82"",13,0,128,6C555B00C6DF21809B2C929062D3735F"
"2879F62EB0B4B64C,70,male,TN,TN,PP,0,0,others,""€ 5315,93"",25,1,25,5DDBE3B7ED153247011BB6F7DF61C3A8"
"28DF87FAD3865F60,70,female,TN,TN,PP,0,1,MARIE,""€ 45675,49"",15,1,4,F65A667DF256A2799FEE4192A34B3F6F"
"28DFEACD59B7C478,70,female,TN,TN,PP,0,0,others,""€ 1067,97"",29,0,54,38D0E2E2BBDD757F4EE47BAA3377DF34"
"28F8EDC4F76F585B,70,female,TN,TN,PP,1,1,MARIE,""€ 1618,14"",23,0,61,9AE7FC87F63D61F964D1DBED5C76B964"
"2930E22815108CE6,70,female,TN,TN,PP,0,0,others,""€ 1,04"",19,1,61,F525202E0DAB1D6A4E563D5D694E622C"
"295744B37FA518C2,70,female,TN,TN,PP,0,1,others,""€ 6219,24"",27,0,74,56D4861C8F61732770FCDCCD6BDD3CA4"
"297DEC44EFF8B1AA,70,female,LY,TN,PP,1,1,others,""€ 979,61"",29,1,33,F9E3C4C39A5C75622066D8C5E5E830D9"
"29A8E2F93CCEC0F4,70,male,LY,LY,PP,1,1,MARIE,""€ 5,48"",10,1,71,7583BC0B17DEB185C86D4E378F27A997"
"29B09E88AB90F6EA,70,male,TN,TN,PP,1,1,MARIE,""€ 1815,43"",22,1,40,6CDE7F3533E72F5A8D197C7720340444"
"29D59A1AE0C643CF,70,male,TN,TN,PP,1,0,others,""€ 930,58"",29,1,29,66257D0C4EF6C7440A7EFA0BC6CB67CD"
"29F1EF57FDBCC71E,70,male,TN,TN,PP,0,0,MARIE,""€ 4484,43"",33,1,61,D5AD2FEFC096A69C79E944237125AF34"
"2A31BA2F920BA5B4,70,female,TN,TN,PP,1,1,MARIE,""€ 762,50"",41,0,17,E685EFA8BC22D568BAB8994E71EC8AB7"
"2A47B37282C7F94D,70,male,TN,TN,PP,0,0,others,""€ 102,61"",26,1,10,7C4ED8707102DDCA32DECFCBA11EE7D4"
"2A6F12E6D13AC09A,70,male,TN,TN,PP,0,0,others,""€ 7265,15"",16,1,42,D7C0C50065981BF7DEF5737A376398D7"
"2A70368BBB7E60DB,70,male,TN,TN,PP,1,1,others,""€ 585,98"",10,1,72,984EAD28957833AB895C557D09CC69F6"
"2A8A0711F5826737,70,female,TN,TN,PP,1,1,others,""€ 560,72"",32,1,47,83411481675B4D180C538AB752046808"
"2A8DB15EE858B2C3,70,female,TN,TN,PP,1,0,others,""€ 2,62"",16,1,20,F014836FD1907B945997C4F7706C6E4B"
"2A9B5167CE879E41,70,male,TN,TN,PP,1,1,MARIE,""€ 1255,61"",24,0,38,FA62E5D20A1F701C6AEFFF70ACF57BFA"
"2AF6B9940BB7E380,70,female,TN,TN,PP,0,0,others,""€ 1738,98"",33,1,41,776AEF2465199A84626B8396FDA9B99C"
"2AFDF2043FD075A8,70,male,TN,TN,PP,0,0,others,""€ 1376,07"",21,1,37,12E2B36176FD8EF08F0C04379762FCC2"
"2B0C89125D419CF9,70,female,TN,TN,PP,1,0,others,""€ 10543,40"",20,1,62,4E3CBBD79B4ECBF262290890FCA57F49"
"2B753695C7F83C35,70,female,TN,TN,PP,1,0,MARIE,""€ 2677,33"",30,0,45,C17B5FBAC081AF9B46060C98BF422541"
"2B9B51F1EBB119D5,70,female,TN,TN,PP,0,1,MARIE,""€ 3286,69"",21,1,44,72FEF63D453C7013B3DD64964B6D082B"
"2BB2CE663AAB9B0D,70,male,TN,TN,PP,0,0,others,""€ 1613,01"",14,1,114,B73FD1F741E9E657753D83CE29968C95"
"2BC86B3AB6025E7F,70,female,TN,TN,PP,1,0,MARIE,""€ 226,23"",18,1,55,56CBAB8990786F20B189E9F101418D7C"
"2BEA46E8C1B326B4,70,female,TN,TN,PP,1,1,MARIE,""-€ 149,90"",27,1,60,BCCE21A22DFE48E7F6CD0765EAEFED44"
"2BEE10B106EF007D,70,male,TN,TN,PP,0,0,MARIE,""€ 264702,10"",9,1,108,7DCB9965B49ADCC34C4FBD150F315929"
"2C172B8F5E72AB4A,70,male,TN,TN,PP,0,1,others,""€ 10,08"",17,0,68,14D8F1506FEB3B98BC0BA74558DFEFFA"
"2C2705A664C276E2,70,male,TN,TN,PP,1,0,MARIE,""€ 1505,09"",22,0,17,57BCAB75C96CEA4251BA7DA7DA2C9BDE"
"2C4F7EFBB7905BD4,70,male,TN,TN,PP,0,0,others,""€ 747,80"",31,1,52,D5AB98B7A4EA7F9C2E405E1CF6087FC9"
"2C9FB8D7F7C3EDDF,70,female,TN,TN,PP,1,0,others,""€ 15,06"",14,1,2,82D9CF81D461B85944AA5E3EB2270628"
"2CBC8AEA95563353,70,male,TN,TN,PP,1,0,MARIE,""€ 14311,49"",22,1,1,A9285C56E3DBBAB7A2B1173292032444"
"2CD03214B681C259,70,male,TN,TN,PP,1,1,others,""-€ 538,43"",21,1,52,2F77C3D91CE6A683B89F16B32125D2D9"
"2CD3AEDCBB614E7B,70,male,TN,TN,PP,1,0,others,""€ 1065,43"",14,0,33,0FD47C6B77D1B7B895EBCA755A2D73FF"
"2CF7EC118CD860DA,70,female,TN,TN,PP,0,1,MARIE,""€ 724,21"",17,1,40,EB1ED5EB488CCF285749D97B14D5D5A2"
"2D1B54CEEBAC2E20,70,female,TN,TN,PP,0,0,others,""€ 101,82"",11,1,128,1DC1B9D4929E6AC3FCAD6307C7047925"
"2D209BE25BF4E15E,70,male,TN,TN,PP,1,1,MARIE,""€ 254,49"",15,0,47,8766A46F4D23F91BA0FA4DA016703354"
"2D4E28F79F644BB1,70,male,TN,TN,PP,0,0,MARIE,""€ 1713,01"",26,0,68,DD04DA52E775CA50DF8698521036CEDE"
"2D8B9936F3C36AB8,70,female,TN,TN,PP,0,1,others,""€ 4697,08"",19,1,80,73525EBC393FF0716520EBD32B65C0A7"
"2D93EC3DE9C0BA75,70,male,TN,TN,PP,1,1,others,""€ 174,29"",16,0,66,38A0FBA2170754FE3F2421F7323B7D7E"
"2DD9F78C785C62FF,70,male,TN,TN,PP,0,1,others,""€ 14,98"",27,1,70,71DBDAB70C75C1A5B9F7D853671C5DFE"
"2E10C6F31EC304E7,70,female,TN,TN,PP,0,0,MARIE,""€ 5679,42"",20,1,78,5004964F971C633FAD30A8509AF132D8"
"2E19D469EB69ADA9,70,male,TN,TN,PP,1,0,MARIE,""€ 73,32"",16,0,4,E7F74CCFF435D2370D231B970FB02204"
"2E700543B1F87A5C,70,male,TN,TN,PP,0,0,others,""€ 15224,67"",10,0,108,0F6643460D63AD7798D69BC681522646"
"2EB8BE42520D1481,70,female,TN,TN,PP,1,1,others,""€ 16005,80"",33,0,43,146348377B974DBE8127A0F493161F6B"
"2EC7CA3CC921C910,70,female,TN,TN,PP,0,1,others,""€ 3,34"",19,0,45,2EDF93634D5BCE477A9FC2D5EF025613"
"2EE56710F1630609,70,male,TN,TN,PP,1,1,others,""€ 10815,20"",32,1,1,9F67165AC5C1C1712A0E6D7813DFAF18"
"2F2B5B401CEE1380,70,male,TN,TN,PP,1,1,others,""€ 2757,04"",19,0,20,AFD8C0715CA2559A58AFCA472F7C90B4"
"2F4BE764E88F8E8E,70,female,TN,TN,PP,1,0,MARIE,""€ 94,04"",15,1,125,0D21018F47A040E5A13E53197C7788A7"
"2F4D0FE4236FF0D8,70,female,TN,TN,PP,0,0,MARIE,""-€ 19,23"",18,0,4,759C5A38BD9ABA0B4FA9610BA1107E69"
"2F50DE156B4D6256,70,male,TN,TN,PP,0,0,MARIE,""€ 692,34"",9,1,38,D69C2450BFD03D3635563AB345D33CA1"
"2F632C9ECE3C848A,70,female,TN,TN,PP,1,0,others,""€ 3017,13"",19,0,18,49F95C0772378BF0FAE38B1BA67F6825"
"2FC67A4FA8ECBC4B,70,female,TN,TN,PP,0,1,MARIE,""€ 173,75"",22,1,21,877047F240CC81193149F8FB03BE98A5"
"301068575A39B1DB,70,female,TN,TN,PP,1,1,others,""€ 117,32"",25,1,74,68D5356F4DD5F921B160886AE3F06B16"
"303F84571939F05F,70,female,TN,TN,PP,1,0,others,""€ 22210,65"",15,0,33,408B4A0FAD2AA8FADA27284663D36E73"
"304FFD686A695FAA,70,male,TN,TN,PP,0,0,MARIE,""-€ 576,29"",27,1,29,CB5A1E52CD0AF04E5BD6446D58103C99"
"30B61DD549DD6D98,70,male,TN,TN,PP,0,1,others,""€ 1396,59"",34,1,17,D398F3F9BE786F3A610CA792A0A0674C"
"30F782126BEB764E,70,male,TN,TN,PP,1,1,others,""€ 32082,94"",26,0,68,E19A288604836350469DAB5C0B5F8D77"
"30F7E4D92F9B1E4D,70,male,TN,TN,PP,1,0,MARIE,""€ 50,86"",9,0,61,F5FE284A69AE10522D9048AA42645B90"
"311E7A6B932B9166,70,male,TN,TN,PP,0,0,others,""€ 354,72"",30,0,32,E465536866120993C52230CB08204C21"
"31398A9DE43F121C,70,female,TN,TN,PP,0,0,others,""€ 1610,14"",35,1,71,64EFBAB405771697CF1E0DB467A1AD6E"
"318DD1D17AA9079F,70,female,TN,TN,PP,0,1,MARIE,""€ 42,11"",11,0,135,6D813D2D4C3DD2C8D6F1C24B6FD202DC"
"3191591CB0848BE8,70,female,TN,TN,PP,1,1,others,""€ 556,10"",20,1,108,13F572853E53C542C9380DEAABDD50AC"
"31D4B39752A7425D,70,female,TN,TN,PP,0,1,others,""-€ 1608,95"",10,1,13,837B8A86643492CC6AF5E1A84508FD32"
"31D5B0851FD49CBB,70,male,TN,TN,PP,0,0,others,""€ 29031,02"",30,0,108,CC4757AB8C820051B241B815C4258CF0"
"31E83DA5E8E8C94C,70,female,TN,TN,PP,1,0,others,""€ 204,31"",24,1,50,991991E36210E69D0D10DEB09199DF52"
