ID,AGE,Gender,NATIONALITY,RESIDENCE,TYPE_CLIENT,HasCrdCard,IsActiveMember,MARITAL_STATUS,ONLINE_ACTUAL_BAL,Account-AGE,Excited,ACCOUNT_OFFICER,Id
"D0FE5CBB76D4F7BF,85,male,TN,TN,PP,0,0,others,""€ 78,28"",36,1,40,BE1A37871C42F0DB901C209C5CBF1987"
"D164023C7884E7CC,85,male,TN,TN,PP,1,1,others,""€ 22253,91"",17,1,44,B54DBE08B1277CEC0B547D18466D87AA"
"D203D6C627D1717A,85,female,TN,TN,PP,1,0,others,""€ 20007,28"",28,0,4,829426BE49C1E8797D7282298573B622"
"D27FC912FE823E42,85,female,TN,TN,PP,0,0,others,""€ 9,58"",14,0,37,CC8DBF283C4D0AA2B4648A859C0BD254"
"D2A41535EE18EBE4,85,male,TN,TN,PP,1,1,others,""€ 48234,20"",35,1,60,06037087FA6F23296476AEDE1D2772E1"
"D2F4261096707007,85,female,TN,TN,PP,0,0,others,""€ 15229,07"",29,0,37,5E73A227E28F040DA22715E027387349"
"D343310EDB5F6CAF,85,female,TN,TN,PP,0,0,others,""€ 274,84"",25,1,24,884DC79BF7E6D5C1B7218AF682B389A1"
"D56BEC17A2344795,85,male,TN,TN,PP,1,1,others,""€ 88,29"",33,1,43,146348377B974DBEE2B8F6E55D451EF8"
"D596F43CCD5D483C,85,male,TN,TN,PP,0,0,others,""€ 4612,06"",22,1,47,52697269A59199F61E7DFF6FA5D9D8BF"
"D5B7C0CF0FFD2225,85,female,TN,TN,PP,0,0,others,""€ 226,00"",20,0,57,77E687DEBF5CBDC2504911581EEB0427"
"D5EAD5B76A7B3B9D,85,male,TN,TN,PP,0,0,others,""€ 10374,98"",24,0,18,2440765CBA626A04AEE4D08A350B97A8"
"D63C1E2F9205FDF4,85,male,TN,TN,PP,0,1,others,""-€ 2465,17"",8,1,60,37E396953CF0D3A1B3FD02B277EF77F3"
"D688BEF68A1A361A,85,male,TN,TN,PP,0,1,others,""€ 43,92"",17,0,48,BF37FA0FB77D809B74A5315F76534D92"
"D6BDFD7A9A7BCEBE,85,female,TN,TN,PP,0,0,others,""€ 64,56"",19,1,1,C665E1230D8A7AB6AA98D696CE217C27"
"D6E10F688BC5D798,85,male,TN,TN,PP,1,1,others,""€ 12244,19"",15,1,44,54A731897F5F9FE22577FB716653F1D2"
"D709814E68FE6165,85,male,TN,TN,PP,0,0,others,""€ 590,04"",11,0,111,540B22D7E986ABBD2AC46B24E45B524B"
"D7550574B1B11588,85,female,TN,TN,PP,1,0,others,""€ 25453,89"",25,0,37,3B46C54C11AE4876FC9304C8E26C8D64"
"D7843734DD021DD2,85,male,TN,TN,PP,1,1,MARIE,""€ 5122,99"",18,0,34,2480963454A279E1C2C62CEF20DB6E2A"
"D83F998A057EBA68,85,female,TN,TN,PP,1,1,others,""€ 88,83"",10,1,17,1E5F47BEF72FDC97C534C0097159562C"
"D85FA0A3D13C5D86,85,male,TN,TN,PP,1,1,others,""€ 5,47"",21,1,73,F12ADC7BCCC749F11D6790F189A5CD05"
"D95C30AB5618C1C2,85,male,TN,TN,PP,1,1,MARIE,""€ 3519,30"",29,1,46,8CF3E2BE21C592F7F30FF4EEF690A010"
"D96BF62AFDF8698B,85,male,TN,TN,PP,1,1,MARIE,""€ 35492,54"",12,0,36,FE707287900C7625091D183F62BD5431"
"D98192D435AC36B3,85,female,TN,TN,PP,0,0,others,""€ 1134,27"",27,1,12,EB7A004F2E855ECFB04C6CA03199DB61"
"D9B173805EE13013,85,male,TN,TN,PP,1,1,others,""€ 99,20"",15,0,43,CB6831DFD6D5DEDC387191B53B75C06E"
"D9DEF0DAAB8DDFE4,85,female,TN,TN,PP,1,0,others,""€ 5572,26"",33,1,71,3256B74B85BE80723CC264AE5740ADE4"
"DA0B01E8F1BAAF34,85,female,TN,TN,PP,0,1,others,""€ 711,73"",39,1,42,54E0030EC8277CFC097C38F37D86C216"
"DA6E3E7BD859C76B,85,male,TN,TN,PP,1,0,others,""€ 334,10"",19,0,32,59D56EF37B4FE87D4EFFD3CF25C9EAE5"
"DB580403B3313933,85,male,TN,TN,PP,0,0,MARIE,""€ 128,68"",11,1,116,96391BA3977282CACF393347C3ADC900"
"DB7457155221B6A7,85,male,TN,TN,PP,1,0,others,""-€ 517,90"",11,1,37,87FEF4417047B6C32C97C1B59EFDC5D5"
"DCDB48BFAED07F2A,85,female,TN,TN,PP,1,0,others,""€ 106,54"",15,1,111,24C9FC2E533C62E77A72DAA64FEEE894"
"DCE24BA1B37BA352,85,male,TN,TN,PP,0,0,others,""€ 26,86"",32,1,40,3E3CF6A2935465C0DEDA10461377FEE4"
"DD2F233CCFB2B605,85,male,TN,TN,PP,0,1,others,""€ 333,21"",19,0,12,C5E418F44219B435BD83B10AFAFAE3FE"
"DDA25A6B79F25561,85,female,TN,TN,PP,1,0,others,""€ 6886,93"",28,0,35,255E760703552663324FD30887D502E2"
"DFCC6016C14DF053,85,male,TN,TN,PP,0,1,others,""€ 31503,86"",31,1,52,ADA9D29EC8D56C44B4D44BA15B8E6EF2"
"E1199EAF43DD22FB,85,female,TN,TN,PP,0,0,others,""€ 3551,90"",9,0,217,B7593F1E914983C325D94FA85887BF16"
"E19891EDC6D41DDF,85,female,LY,LY,PP,0,0,MARIE,""€ 4035,03"",11,1,136,C29BCBA4BED48013782305EFD51569F3"
"E29EB57F50EDACC5,85,female,TN,TN,PP,0,1,MARIE,""€ 104,70"",24,0,57,C9C481AE9E464B8ED8AB4443DD487E01"
"E2FF0C4B23DE7E15,85,male,TN,TN,PP,1,0,others,""€ 37,85"",39,1,20,EA19878D9FB20CB0B30FE4DB2574386B"
"E38906610403E0DF,85,male,TN,TN,PP,1,0,others,""€ 486,08"",20,0,299,DC37714CBD7D71666DB7C634D740B40B"
"E3FD1B12D785CF6C,85,female,TN,TN,PP,0,1,others,""€ 1418,64"",13,1,21,B04A993429D6D776758215B9F7131B08"
"E413E520FEF4C468,85,female,TN,TN,PP,0,0,others,""€ 0,79"",28,1,6,FDABCC8FAFAA9B0234C326D4E7A31E4A"
"E41FAF768B92775B,85,female,TN,TN,PP,1,0,others,""€ 376,64"",16,1,71,6ED0368C378EDE86041A81D0B26E70C2"
"E4231987A16B878D,85,male,TN,LY,PP,1,1,others,""€ 41,35"",32,1,71,C83E6E7F7F4CE40854DCF068DE49067D"
"E427D63C5CA5F902,85,male,TN,TN,PP,0,0,others,""€ 598,73"",15,1,77,0582FBC20F412804D695760138A71035"
"E43A96A9D9790AB2,85,female,TN,TN,PP,1,1,MARIE,""€ 1183,34"",18,0,21,B32301D7CB8AFDC6B5987D367644ECE6"
"E49551CD562AB07D,85,female,TN,FR,PP,1,0,MARIE,""€ 3,04"",9,1,253,D77AC1AC5A20A1D69D395D306A467D1D"
"E4AE9FA030D9ADF2,85,female,TN,TN,PP,0,0,MARIE,""€ 1344,27"",36,0,44,2B5410D9D96A1CCA1036231B49E2EC20"
"E531CC224CF5E344,85,female,TN,TN,PP,1,1,others,""€ 38980,68"",17,0,44,5F1DD4F8EB9579FA8BC41D1B93969339"
"E54FFBF196FC457D,85,female,TN,TN,PP,0,0,others,""€ 10,27"",10,0,139,B2C63288D4E41199E3D78EC9E210522F"
"E55F118F6EACA53E,85,male,TN,TN,PP,0,1,others,""€ 5398,10"",26,0,107,D939067CB3E319DAF6F60D2FBF22BDD8"
"E584342A1F4DCAC5,85,female,TN,TN,PP,0,1,others,""€ 318,14"",22,1,34,7303E788188C4F4268109FF66B0D55DB"
"E686C9F4351DFF71,85,male,TN,TN,PP,0,0,others,""€ 1507,51"",10,0,63,551278ED6BB1B1B8104C215E8D151676"
"E6A14A8E2740DCF4,85,male,TN,TN,PP,0,1,others,""€ 2008,45"",16,0,125,CB6EEE9809AC0C7E5544C32E7C684368"
"E83CC71A3E2F8B35,85,female,TN,TN,PP,1,0,MARIE,""€ 6533,76"",31,1,68,FAF31684809891A62D7AF1FAE900870A"
"E85A71A24855260E,85,female,TN,TN,PP,0,0,others,""€ 3242,33"",17,0,56,151C48BBAED67608753FD9B3ADABEF0E"
"E8819D02F9C49B55,85,female,TN,TN,PP,1,1,others,""€ 318,02"",33,1,46,54AB7C6E5AA27916212042D4C52025C3"
"E8AD7F46AE8F99AE,85,male,TN,TN,PP,1,1,others,""€ 798,28"",29,0,60,99B158C4548825456179099F7CE1E6AB"
"E8E9FE4EA95BD1B1,85,female,TN,TN,PP,1,0,others,""€ 437,89"",20,0,37,3B1E1B0FE85B2FDAA9C681E16581C601"
"E9150A0E05F8A6E0,85,female,TN,TN,PP,0,0,others,""€ 523,75"",14,1,57,E342D55F7C52B74FE89026A6E6ACFD88"
"E96EC58CB0DF63A5,85,female,TN,TN,PP,0,1,others,""€ 343,07"",25,0,15,82EFC9564B1493C2F02FD4D9A433321E"
"E9F4B9CB29F2B1D4,85,male,TN,TN,PP,1,0,others,""€ 5890,56"",25,1,40,538055C55EC3A5F29976B2030A87978E"
"EA07A3D3FB3CB7B1,85,male,TN,TN,PP,0,0,others,""€ 23736,27"",18,1,77,36B38C3F01808AE81ED642ADF8330783"
"EA3FE70ED3FC2FEC,85,male,TN,TN,PP,0,1,others,""€ 29428,14"",28,1,18,DA077BFD7BDA8519795CE19B0B5A2214"
"EA67B87BCE35624A,85,male,FR,FR,PP,0,0,others,""€ 2,01"",20,0,71,81172B97A4C3F093BEB87E369360F834"
"EAD7CB6C0D8D8791,85,male,TN,TN,PP,0,0,others,""€ 87,73"",13,0,121,26A113236692971F6314D66B0FD59009"
"EB8BB339A38F3BF3,85,female,TN,TN,PP,0,0,MARIE,""€ 40,74"",13,0,299,985CECEE8B8942F08707BE205FAA92B5"
"EC24624BC7992BF6,85,female,TN,TN,PP,1,0,MARIE,""€ 81,68"",15,0,11,51D15DE1C1AC46B1A96EA33DF2FFCF5D"
"EC2AF901209E2266,85,male,FR,FR,PP,1,1,others,""€ 3274,30"",43,1,60,F8E2A3742838026F24F9048468E69290"
"EC6CC0F3ACD8E81A,85,male,TN,TN,PP,1,0,others,""€ 30447,94"",13,1,138,073E142DF4681E138890F56F54B0B25A"
"ED08207ED2A59A87,85,male,SA,TN,PP,1,1,others,""€ 1697,93"",21,0,71,44076F0E94D401F5D39655AF96BE8DFC"
"ED39089B830E9548,85,female,TN,TN,PP,0,1,others,""€ 619,71"",19,0,19,6CEF1B8E03FAD2454FB2541C866FBF43"
"ED40E0443367CD7D,85,male,TN,TN,PP,1,1,MARIE,""€ 2688,96"",10,1,134,43CE4BD1C83B0AFFF9F694D5F51CE49E"
"ED7563A782A5C91D,85,male,TN,TN,PP,1,0,others,""€ 12,47"",15,1,44,F9E86E3E8A2D724B634C5B54D8D36973"
"ED89A6AD55071185,85,male,TN,TN,PP,1,0,others,""€ 9,65"",26,0,35,63D7C96E15596178CCF0A278A6CEEA02"
"EDE7ECCCEC6A148E,85,female,TN,TN,PP,0,1,MARIE,""€ 29681,41"",31,1,42,744F38B64687030543F661F4D80484BD"
"EF4884E3B72DA82E,85,male,TN,TN,PP,1,0,MARIE,""€ 7150,99"",12,0,37,1F4B1352EB0C475E2E9BE3689FE971ED"
"EFA48C662F034FF6,85,female,TN,TN,PP,1,0,others,""€ 23475,93"",27,0,25,FA28D23F1C14A089079DE08B5DAAF198"
"F0624FD7B41D9A90,85,female,TN,TN,PP,1,0,others,""€ 5,27"",16,1,10,2969445FA74E45AC5BACDE16F9F8EB48"
"F065B8624275493B,85,female,TN,TN,PP,1,1,others,""€ 31,06"",27,1,77,721B8B1DD98A5AE238BF8E40BBEE430E"
"F0A597999DC244E1,85,female,TN,TN,PP,1,1,others,""€ 64,32"",15,1,57,467F288450F0B7464C0B9123C1EFEE10"
"F18B44ACA34C2596,85,female,TN,TN,PP,1,0,others,""-€ 2719,95"",8,0,60,CCCC01186D9CBFB74758B8E374315C32"
"F1B416B0EAEB005A,85,female,TN,TN,PP,1,1,others,""€ 3329,55"",29,0,108,D5EB58D81EDEC70EBE7BDFBB63075B3D"
"F1C9FAA44A06077B,85,female,TN,TN,PP,1,0,others,""€ 10,93"",14,0,46,6FDA43850A8D4D6A1CCA81B78736A626"
"F2153D1E5AE0C803,85,male,TN,TN,PP,1,1,others,""€ 2479,99"",10,0,7,333FFB5FDC14E2BEBC3CF0E282106521"
"F3BCB670265A1B0D,85,male,TN,TN,PP,0,0,others,""€ 2163,16"",10,1,138,0CEC308FE5854667849D0746C6181E40"
"F4E2716AED6EB121,85,female,TN,TN,PP,1,1,others,""€ 905,80"",35,0,30,C9FC1F288A624DFCC715EA22ADC0FF71"
"F60A1B8B104A4D5C,85,female,TN,TN,PP,1,0,others,""€ 49,12"",25,0,31,DD108619602B84DF343B240360649040"
"F77EE7B686CA3588,85,male,TN,TN,PP,0,0,others,""€ 387,29"",31,0,57,BBD354C1CAB715024A2881AA9860363F"
"F8379F7FCB5ACD92,85,female,TN,TN,PP,0,1,others,""€ 2974,89"",12,0,37,F4CB3DE0A9DBE4AB1886AF5B42ED6CE5"
"F86677FE36E5B804,85,male,TN,TN,PP,0,1,others,""€ 28361,88"",39,0,44,91B3BB43FE378DA9E199D467CA3DFF4C"
"F8A1930DFC22155A,85,male,TN,TN,PP,0,0,others,""€ 362,87"",31,1,17,02853A18FE16D67D8043B8FD7BE1B8E0"
"F8CD9021FA6D6473,85,female,TN,TN,PP,0,0,MARIE,""€ 996,03"",12,0,134,9392A39A0DD568351F24552ADFCDC6AC"
"F99BAE6773473AAB,85,male,TN,TN,PP,1,0,others,""€ 7570,02"",30,1,80,088B7A65F394CE5F655E08700DB7F27D"
"FA63DAD850BC5013,85,female,TN,TN,PP,1,0,others,""€ 161654,97"",17,0,68,F9946C2B54BFFF8C8981298489587CC2"
"FA7A0520E62732D9,85,male,TN,TN,PP,1,0,others,""€ 814,04"",31,1,64,7BF8833F44C270F5D5598BF986146318"
"FABB5232BB747D4B,85,male,TN,TN,PP,0,1,others,""€ 27225,29"",14,0,77,EE2515989593A62C6C162370992623C1"
"FB05FEF854E6872B,85,male,TN,TN,PP,0,0,others,""€ 618,41"",32,0,78,28A3F0638F0B2CF5C42C8403BC8BAD0B"
"FB9065A3277B1882,85,male,TN,TN,PP,1,1,others,""€ 7401,86"",8,1,72,0C87D68BD68E8EF5587057B83FFB4F81"
"FC0C029204211420,85,female,TN,TN,PP,1,0,others,""€ 59739,99"",10,0,114,34D71C85024C0079F6E78C6C27E87BDC"
"FD22B298BD1EF9FF,85,female,TN,TN,PP,0,0,others,""€ 21766,88"",33,1,45,0B00D95BCD69C78EF7F3E6386749CE1C"
"FD32FB599E81476D,85,male,TN,TN,PP,0,0,others,""€ 0,87"",25,1,74,A3D538767D47F681F5E4BCCE1797DCA1"
"FD3C80C7CBEC398F,85,female,TN,TN,PP,0,1,others,""€ 178,94"",36,1,10,2BA30F91E464664780F0E808324DB71B"
"FDC462F96EAD52B6,85,male,LY,LY,PP,0,0,others,""€ 16506,70"",27,0,33,C8FC907C6B8318AD2A3F2D12F65D8924"
"FE12EC4818269C7E,85,male,TN,TN,PP,0,0,others,""€ 26616,70"",21,1,16,0168B9DA2CC3349DDF43E4493E4B4416"
"FF44D911E4C3A4C0,85,female,TN,TN,PP,1,1,others,""€ 7,04"",33,0,10,14E6C8EF49A11E71F9EBCB01C9BC845E"
"FFDCFA2D868922A0,85,male,TN,TN,PP,1,0,others,""€ 708,57"",19,0,111,8EA669E85EDFB23005DEA653F0B97714"
"FFF930EEB1B4FD10,85,female,TN,TN,PP,1,0,others,""€ 41088,52"",18,1,42,EAA67E92D893C07CE0CC5ECEE5A3AE67"
"0043A0BD385928CA,84,female,TN,TN,PP,1,1,others,""€ 11961,75"",18,1,21,14A655FDB4B5AE80D5874AA4A4BCFBE1"
"00457BD6E6D25A9F,84,male,TN,TN,PP,1,0,MARIE,""€ 271,87"",20,1,112,31FF40A843937E5C83CD5BBED3E61010"
"004E3426BF96483B,84,male,TN,TN,PP,1,1,others,""€ 211,58"",14,0,21,D38F92B5A8341DFC28ACC0F3476FD73D"
"00F45581B9F2862A,84,female,TN,TN,PP,1,1,others,""€ 1106,63"",11,0,125,A00BFCC5C1C79171870191343481DF15"
"01B83EA8DC10D476,84,male,TN,TN,PP,1,1,MARIE,""€ 62853,47"",15,0,46,C4DDB6676C644FB2EFDD6FECF9CA478F"
"024AE9B00AF713A5,84,female,TN,TN,PP,1,1,others,""€ 191252,53"",12,0,116,4152C2E5F16A2D09B03B0147D7558358"
"026F9227BA6C9E60,84,female,TN,TN,PP,1,0,others,""€ 212,28"",28,1,18,2440765CBA626A04D746598F56F4109B"
"0288D3FF64657EB4,84,male,TN,TN,PP,1,1,others,""€ 112,74"",18,0,111,F6610D4A294FAB3BB18B7441652A3A2B"
"02A3F483E59DE054,84,male,TN,TN,PP,0,0,others,""€ 66,24"",14,1,47,9CA9739BAA2F0BDA2DB1603ED7E5F498"
"02F0D1E6E50AC213,84,female,TN,TN,PP,0,1,others,""€ 18807,67"",19,1,1,D17DFA2DA0FA197ADE249EE1AB64F8AC"
"035F8C33EAD2FF6D,84,male,TN,TN,PP,1,0,others,""€ 818,30"",20,1,20,CC12AAC0BF722ADC9970E8D34A1E669E"
"041055A5132987CC,84,male,TN,TN,PP,0,1,MARIE,""€ 1900,40"",28,0,11,23635A4123FA40714A5C63044E926040"
"050F0069959F7CF1,84,male,TN,TN,PP,1,0,others,""€ 621,39"",19,1,21,C62668EC97A63CD51B8E2477AF2A3013"
"0555C8073900F7E3,84,female,TN,TN,PP,1,0,others,""€ 2236,02"",24,1,77,D26EC52D722F9C90415AC3F00FDB3EF8"
"05A27239ABBDC596,84,male,TN,TN,PP,1,0,others,""€ 1317,30"",11,1,223,14AC57564259E3AAEC229003868FDD85"
"05B884AACF1532A0,84,male,TN,TN,PP,0,0,others,""€ 25,78"",21,1,38,1E1C90F53480816F04BEC5D8B2EBED00"
"06FA6424CFCA6A1A,84,female,TN,TN,PP,0,1,others,""€ 5190,84"",29,0,61,8BD7F304951B54EA19E03B21DDC1A63C"
"07193641ACA52CEB,84,male,TN,TN,PP,1,1,others,""€ 27952,28"",14,0,46,BC803500A9C4D19F23DCDD18B4C5128D"
"07FB4D8F6C1C6348,84,female,TN,TN,PP,0,0,others,""€ 3577,24"",36,0,60,587AD5AEF288E6BDEC0CC20A15D16E68"
"0801196B7E6395A5,84,male,TN,TN,PP,0,0,MARIE,""€ 694,57"",20,0,45,CEF1A04977D30F121E6B21CCCAFDC31E"
"097C17CD62925F83,84,female,TN,TN,PP,1,1,others,""€ 61,85"",18,1,73,B925F27C5383D6FE5F58E583B396EA51"
"09B2BEE48517AEB4,84,male,TN,TN,PP,0,0,MARIE,""€ 4940,96"",13,0,113,C379169BC7E84B67852F51FCC2375C94"
"0A00F8FC7C084617,84,female,TN,TN,PP,1,1,others,""€ 12248,98"",20,0,26,1EB0663607A6284A18C1E7F1E3D442A6"
"0ABD3470511C7FBF,84,female,TN,TN,PP,0,1,others,""€ 8622,75"",30,1,35,FBD20E86B48BA546C2469575FBB37756"
"0AECA501481D2D63,84,female,TN,TN,PP,1,1,others,""€ 2,97"",17,1,41,45B6223596E3CC998BE70A118C5B324B"
"0B3098DF294B955C,84,male,TN,TN,PP,0,1,others,""€ 38,74"",40,1,40,7CBF25349BA75D96311E1A39B09FF1F1"
"0B39BBEF3557DD6F,84,female,TN,TN,PP,1,0,others,""€ 86,77"",22,0,47,7547E7F26D7015A16365DD5565601299"
"0BC74CCF121E2F41,84,male,TN,TN,PP,0,0,others,""€ 255,55"",17,0,24,CB45E375F1DBBE1DFCB690DFD707571D"
"0C3AE0A409D9E02B,84,male,TN,TN,PP,1,0,MARIE,""€ 7246,53"",22,1,42,298630E03FFBF1B7639882EF478532E4"
"0E98CF241CF7DCBD,84,female,TN,TN,PP,0,0,others,""€ 14,89"",32,0,24,5A765AF3631C7F762584F7C5B19451D5"
"0F288CE1DA066673,84,male,TN,TN,PP,0,0,others,""€ 8292,56"",26,0,23,50F1B48382742882EA62F0437BE32301"
"0F2DF16D4FF464DA,84,male,TN,TN,PP,0,1,others,""€ 26,40"",27,1,50,EF428604C36D63109281640F60FF0A05"
"0F3011618820DD4B,84,female,TN,TN,PP,0,0,others,""€ 227,44"",18,1,77,F856698E62D7A4FCBCE166CFA440CCB1"
"10939B308FA2941E,84,male,TN,TN,PP,0,1,others,""€ 70,96"",28,1,29,5FF5A6E6A3096377AF818D276BDB73DE"
"10FDE8BA8C8717AD,84,female,TN,TN,PP,1,1,MARIE,""€ 10,16"",17,0,4,8F2FF419CE75D4D3A481B2C854E7DB1D"
"113E7F63C584A0A8,84,male,TN,TN,PP,0,0,others,""€ 16151,05"",28,1,44,956D70B3913C6046FB13F31626240408"
"118C500B3A6D821D,84,female,TN,TN,PP,0,1,others,""€ 2,17"",32,0,45,BD6553A33276DDEE094B6E377EF7EC61"
"11C41F138BB9E050,84,female,TN,TN,PP,1,1,others,""€ 126,37"",37,0,66,E43360FC2CDC33E564C20A0CAA0F00AB"
"12E2DE274DEF1D0E,84,female,TN,TN,PP,1,1,others,""€ 279,11"",28,0,108,E48549202E73CC413937AF2618FF7CFD"
"1400F171029C69AB,84,male,TN,TN,PP,1,0,MARIE,""€ 5411,98"",18,0,70,F2295DB57DE162BC777152A126420D1B"
"1495DB0C3849FDB3,84,female,TN,TN,PP,1,1,others,""€ 2,38"",35,0,60,841737B5E1B12057A783EE9372925ABB"
"14A7C5033032E47D,84,male,TN,TN,PP,0,0,others,""€ 1537,89"",24,0,72,19B7F2D9EEC35A32EBC48088D0735126"
"14CCD0CAD82DA8CC,84,female,TN,TN,PP,1,0,others,""€ 797,40"",17,0,78,198BF30B214E47E2E1173440921377D8"
"157F9AFF0F4B8602,84,male,TN,TN,PP,0,1,others,""€ 231,76"",14,0,37,B40A9CCEFF034707F8A03EC5E196FEC5"
"15C2B53C3C7D12C1,84,male,TN,TN,PP,0,0,others,""€ 26,58"",11,1,138,4D7FF7ED7B8DF45D0D083E4CFB02BA56"
"177CCFB729F224B9,84,male,TN,TN,PP,1,1,others,""€ 4486,99"",12,0,108,ACFF3868DC9327D3BAACEDB8B8112595"
"1793B1CAC67F4FA4,84,male,TN,TN,PP,0,1,others,""€ 110,67"",41,1,60,5132BC7455CC0FF8DE7437D69F5D6705"
"17E0755A38D28F70,84,male,TN,TN,PP,1,1,others,""€ 468,70"",18,1,50,F54DC3C7F344F0C702B3623547318C17"
"183A00CF2E081003,84,female,TN,TN,PP,1,1,others,""€ 3,08"",29,1,32,FF74726A0DA50503B098397D713D4A0F"
"190B800D0AFBC08E,84,male,FR,FR,PP,0,0,MARIE,""€ 1725,69"",15,0,4,26465325A35508F30C49A080BB060F9D"
"192C406399509836,84,female,TN,TN,PP,1,0,others,""€ 333,86"",20,0,5,3D295676C6C1C21FA4CF02BD1F3E26C2"
"193D7E0146CE969B,84,female,TN,TN,PP,1,1,others,""€ 9,29"",30,1,42,6FED0E73E56CEE759584350818242514"
"1A356669E5C4E88C,84,female,TN,TN,PP,0,0,others,""€ 1937,92"",26,1,16,606B6774C7218D00B938AC7F0752759F"
"1A9057A26E1E9313,84,male,TN,TN,PP,1,0,others,""€ 933,55"",18,0,108,6A2DBA116D548D1D74B634A1DC740009"
"1B618D61D6B31080,84,male,TN,TN,PP,0,0,others,""€ 8,85"",19,1,72,3419BB8A6C8A1DEDF4939DB1FF0055ED"
"1C448D257A1C5BAF,84,male,LY,LY,PP,0,1,others,""€ 273,54"",17,1,33,77DFED884EA69B955C72BCCD4CB194FB"
"1CDB4782E98D3B3A,84,female,TN,TN,PP,0,0,others,""€ 13,44"",15,1,57,B848DA292E050BECF6590F59AD4097E9"
"1D120313DA2DCA3F,84,male,TN,TN,PP,1,0,others,""€ 5664,16"",22,0,37,78955E12E01FDC71AD5CB91DD59B0321"
"1D7AB9891D080965,84,male,TN,TN,PP,0,0,others,""€ 176,42"",21,0,20,5FEEC1132521174CB982DC7825A0BF76"
"1DB46E6A49585D34,84,female,TN,TN,PP,1,1,others,""€ 10,02"",32,1,41,7AAC83219CC85D21DE7D84EE9D7800CE"
"1E835355BE9DCA00,84,male,TN,TN,PP,1,1,others,""€ 26155,48"",43,1,20,282E5721709EAD445763955E3A2BA9AB"
"1F2607FA002FB425,84,female,TN,TN,PP,0,0,others,""€ 1233,18"",16,1,37,C320F514440116FAC41F76CE0D6B796B"
"1F67C15E5FCA3D72,84,male,TN,TN,PP,0,0,others,""€ 6904,79"",13,0,75,DFD4DC70F56E9B389DB0AFFF71809545"
"207B2FBCF42FF171,84,male,TN,TN,PP,0,0,others,""€ 1701,64"",25,0,40,05182DD2E11F8FFBBCD2BD846363AA13"
"20E54068C75A66AE,84,female,TN,TN,PP,1,1,others,""€ 660,28"",13,0,21,C83876C5029857A14C0A6BC0F9DA2EC2"
"2202354BA00DC4B8,84,male,TN,TN,PP,0,1,others,""€ 5278,74"",21,1,63,C31FBE30D3FFAE4AB8394A254EB3E4C3"
"2289DE362C088705,84,female,TN,TN,PP,0,0,MARIE,""€ 3708,42"",42,0,42,C74CCB7AA7F187A7FC6537EAC45EE7AC"
"228F89ECFA361D9B,84,female,TN,TN,PP,1,1,others,""€ 14,88"",27,1,76,D3C74779B2202A73D7D76CE7C1264FC7"
"22ED3535A1429A92,84,female,TN,TN,PP,1,0,MARIE,""€ 53,23"",20,1,11,15B51892FCFC0F04FF135E4964872ADC"
"236C5058670833BD,84,female,TN,TN,PP,1,1,others,""€ 4,66"",37,0,61,70279571915E4C5EEEB8736DE27C29B4"
"23D2AB44833846AB,84,female,TN,TN,PP,1,1,MARIE,""€ 145,84"",34,0,49,43ACDC67EF630FBE089A7BE1384B0CAC"
"23D89CBBD890B390,84,male,TN,TN,PP,1,0,MARIE,""€ 1254,27"",31,1,41,B1464F0E7FE6BE1E4D236E816AF0B4B5"
"244045D5F7FD1F18,84,male,TN,TN,PP,1,0,others,""€ 11,68"",17,0,111,F36732FC24FFA0FA64770F702CE3D976"
"248459C93E58336E,84,male,TN,TN,PP,1,1,others,""€ 10429,51"",12,1,212,2653EC7F5BC964676EFF87B4038593BB"
"24873E18B5703932,84,female,TN,TN,PP,1,1,others,""€ 3549,32"",33,1,67,A085E2F1D78E930219EB718D21016617"
"25A4632038571DEA,84,male,TN,TN,PP,1,1,MARIE,""€ 721,58"",27,1,80,9304431910A24FBC555D28FDE76E78A0"
"25AD2B618A5B2EBE,84,male,TN,TN,PP,0,1,others,""€ 24,19"",27,1,59,9B8225C161732F4612F40CEC22AFC8CC"
"26053D9D30137533,84,female,TN,TN,PP,0,1,others,""€ 1351,04"",40,0,61,64EA8DFB24D04362FFF326C04DEB6E7A"
"261972BBE03DB704,84,female,TN,TN,PP,0,0,others,""€ 244694,30"",15,0,125,AFCF33632F852C3AADB585A3E3310F56"
"266A8E750E7127E5,84,female,TN,TN,PP,1,0,MARIE,""€ 4010,29"",8,1,68,88D836A8CB5C50A08B1BBD09561267A9"
"26A33B04C57A6EB0,84,female,TN,TN,PP,1,1,others,""€ 10,46"",13,1,77,9AFE12190CFECF9DB220FCEA507EC993"
"26C71BCEF7475EB4,84,male,TN,TN,PP,0,0,others,""€ 8191,50"",16,1,41,ECCC1660D8E5AFF13D8D36C14366DE6A"
"26C99C274AC5846B,84,male,TN,TN,PP,1,0,MARIE,""€ 799,80"",30,0,11,55669426C2FE2C7A32D2F70565FCE215"
"27AF8143265B7285,84,male,FR,TN,PP,1,0,others,""€ 16,08"",36,0,107,1D0422F54C07A89A4E8A55A477CEC028"
"27E40F926A3DCD5C,84,male,TN,TN,PP,0,0,others,""€ 579,60"",32,0,60,DC0384BFE47AB90BF719AB228108D3AC"
